guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: nog nietguild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .idee tester yoloswag 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: aiighttt 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Ah haha 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .queue 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: nogni gebruike haha 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Cv 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: kzal da keer fixe alsik goesting heb want das genen gemakkelijke 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: geheb ooknog .volume 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: dus bv .volume 75 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .volume 75 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .play tribe 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ma da werkt pas vanaf het volgende liedje 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Ja cv 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: dus dit liedje speelt nog op de volume datwas volgende ga op 75 spele 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Ga da dan ni luid zijn haha 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: kwni kdenk dat nu op 50 stond 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .volume 50 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .skip 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Das wel te nice voor als we mc gaan spelen 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ja eerlijk 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: das da handig eh 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: nbeetje muziek opden achtergrond 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: en 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: trnw 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: dr zn nogwa commands z 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .games 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ma das wa probeersels haha 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .stp schaar 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .roll 100 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Alle ahha 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .guessthenumber 150 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Voor te pigonne 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: hahaha voikla 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .roll 6 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .roll 12 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Ja wout links van u zuipe 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .role 12 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ahhahah 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .roll 12 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: 2 slokskes pigon 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .roll 12 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: en dan hebge nog zzo de commands die de bot allemaal begonne zijn haha 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .homo <@!226410117808128000> 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: en 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .slaapwel 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: die hebik gister rap toegevoegd 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Wa haha hoezo 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: <@220116580992942081> 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Ah haha wa hoe doege da 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: doe keer .homo <@!220116580992942081> 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: en .koekje 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .koekje 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .homo@kyro 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: en slaapwel is .slaapwel 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: nene spatie tusse 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .homo 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .koekje 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .slaapwel 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: -- .homo <@!220116580992942081> 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .homo <@!226410117808128000> 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .homo<@220116580992942081> 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: tusse homo en @ spatie hahaha 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .homo <@220116580992942081> 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: jazo 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .Homo <@220116580992942081> 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Oke hahaha 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .homo <@220116580992942081> 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Jaja hahaha 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: kga keer 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: kijke of 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ik ietsvan minevcraft kan krijge van data 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: dan kanik bv 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: zo dingetoevoege inde bogt 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: bot 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Ja cv 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ichzie ng 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Hoe leave ik 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Uit party haha 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: eerst 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: bot leave 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: en dan druk 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .bot leave 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: op zo da telefoont sluite 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .leave 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: en dan hebge zo telefoont 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: me een kruisje 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: .leave 
guild: ZIx0 , channel: bot-commands, author: ROAM, message:  
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ma gij zit op gsm wrschnlk 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Kheb et 
guild: ZIx0 , channel: bot-commands, author: lucadb2002, message: Ma op mn gsm wasda wel anders 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ahja cv cv 
guild: ZIx0 , channel: bot-commands, author: ROAM, message:  
guild: ZIx0 , channel: bot-commands, author: ROAM, message: trwns aldie gesprekke worde gelogd naar 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: deze file 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: sinds gistere 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: das gwn voor een levelsystem te probere make 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: da ge zo level krijgt me hoeveel ge spreekt enzs 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: daar benik nu mee bezig 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: iemand mc sessie? 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: hahaa 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: shalom 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: shalom 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .join 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: ge moe 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .djket 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .play undertail a battle against a true hero 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: epik naam toch 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: hzo hoor ik da beest nie 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .volume 100 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: khoor niks 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .resume 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: vaag 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: kga mn broer stalken w8 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .die 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .killyourselves 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .jump of a bridge 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .idee wout u music bot werkt ni 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: join mij 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .neger <@!266645572222451713> 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: miss ligt et aan mij ofzo 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: $$neger <@!266645572222451713> 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: wrm werkt da ni meer aleee 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: hoe doe ge die read command van discord 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: khoor da wel 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: ik hoor niks wjw 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: khoorde u ook nie 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: nu wel? 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: nog alt nie 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: ste u geluid van u pc wel aan? hahah 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: uiteraard 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: btw onze blaze farm op skyblok werkt wel eh 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: hahaa 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: youtube hoor ik wel 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: en nice 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: nu hoor ik et wel 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: vreemde dinges 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: ahahhaa 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: gg 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .now 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .neger <@!266645572222451713> 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .hope aa 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .homo aaa 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: NIGGA 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: hahahaahahahahahaahahahahahahaha 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: @@@@@@@@@@@@@@@@@@@@@@ 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: ########## 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .neger <@!266645572222451713> 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: wannes eet aars 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: nikker 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: suck mij big toe with your anus 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: suck my aarsvocht 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: steek oe big toe in ouw anus 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: ik weeg wel 100 kilo ea kut 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .play heyyayayayayaa 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .slaapwel 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .homo <@!266645572222451713> 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .neger <@!266645572222451713> 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .neger wannes 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .neger @everyone 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .djke 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .djket 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .volume 100 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .help 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .games 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .summoner DramaticRager 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .roll 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .roll 2000 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .roll [7] 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .roll 100 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .guessthenumber 69 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .guessthenumber 55 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .guessthenumber 60 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .guessthenumber 1 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .guessthenumber 69 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .guessthenumber 2 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .guessthenumber 3 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .guessthenumber 4 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .guessthenumber 5 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .leagueoflegends 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .mastery roggenrola69 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .mastery wanninator 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .mastery DramaticRager 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: .mastery Zöe 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: leveltest 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: xp test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: xp test 2 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: ait xp is er 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: per bericht 50 xp 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: nu levels make 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: we doen 5 xp per bericht 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: anders te grote getalle 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: another tet 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .info 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: ok 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: ait 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: commands telle ni mee bij xp 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: aitt 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: kmoe ff wete wa ctx allemaal heeft 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: nu wa ctx.author allemaal heeft 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: nu de id 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: nog is 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: @wannes 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: <@&614053659462074369>  daarbij das een herbruikbare functie 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: ik kan die bv in de .level command terugroepe om mn level te wete 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: wa moeilijker zou gegaanzijn bij u ding 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: wanninator 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: zet u keer inde database 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: door bericht te sture 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: Hahaha <@328843650438135808> 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: Republic Wadiya , channel: general, author: Matthias, message: Wtf is die keth bot 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: Ketamine 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: ge heb nog niksgzgd eh 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: dan stade nog ni inde database mongol haha 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: DramaticRager, message: Koenkies 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: DramaticRager, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: mwhahahahaha 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: Mn broer eef da gemaakt 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: waarom werkt die kleur ni wtf 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: .neger <@328843650438135808> 
guild: Republic Wadiya , channel: general, author: Matthias, message: Ah zo 
guild: Republic Wadiya , channel: general, author: Matthias, message: Haha 
guild: Republic Wadiya , channel: general, author: Matthias, message: Ahja 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: Ahaha 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: .level 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: .djket 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: kutzooi die kankerkleure wtf 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: moeku level 69make 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: .play heyyayayayayayaya 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: A 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: Aa 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: A 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: A 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: a 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: doe keer level wannes 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: zo bot runt weer normaal 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .level 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: roam 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: roam 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: roam 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: .drop 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: riam 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: test 
guild: NEGERS , channel: bot-test-server-tijdelijk, author: ROAM, message: tets$ 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .join 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: .play heyeyeyey 
guild: Republic Wadiya , channel: minecraft, author: Matthias, message: Pj? 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: jha 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: khoor u nie 
guild: Republic Wadiya , channel: minecraft, author: Matthias, message: Ah zo raar 
guild: Republic Wadiya , channel: minecraft, author: Matthias, message: Ik u wel 
guild: Republic Wadiya , channel: minecraft, author: Matthias, message: Ma kzit in bad 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: heb gy nu al geleerd 
guild: Republic Wadiya , channel: minecraft, author: Rubengastjeuh, message: Geil 
guild: Republic Wadiya , channel: minecraft, author: Matthias, message: Nee haha 
guild: Republic Wadiya , channel: minecraft, author: Matthias, message: Van mn bad ofwa 
guild: Republic Wadiya , channel: minecraft, author: Rubengastjeuh, message: Bijvoorbeeld 
guild: Republic Wadiya , channel: minecraft, author: Rubengastjeuh, message: Kmoe weer gaan werken daaaag 
guild: Republic Wadiya , channel: minecraft, author: Matthias, message: Jooo 
guild: Republic Wadiya , channel: minecraft, author: roggenrola64, message: jooo 
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message:  
guild: Republic Wadiya , channel: league-of-legends, author: Matthias, message: Allee klote da lukt dus nie eh 
guild: Republic Wadiya , channel: league-of-legends, author: Matthias, message: Ma gistere kon ik wel voice via mn gsm 
guild: Republic Wadiya , channel: general, author: DramaticRager, message: Stuur ns iets 
guild: Republic Wadiya , channel: league-of-legends, author: roggenrola64, message: shalom 
guild: Republic Wadiya , channel: league-of-legends, author: Matthias, message: Wa 
guild: Republic Wadiya , channel: league-of-legends, author: DramaticRager, message: .play feliznavidad 
guild: Republic Wadiya , channel: league-of-legends, author: roggenrola64, message:  
guild: Republic Wadiya , channel: minecraft, author: DramaticRager, message: jooo 
guild: Republic Wadiya , channel: league-of-legends, author: ROBBELEGEND, message: -play christmas mix drum and bass 
guild: Republic Wadiya , channel: league-of-legends, author: ROBBELEGEND, message: -play christmas songs drum and bass mix 
guild: Republic Wadiya , channel: league-of-legends, author: DramaticRager, message: .play felizna vidad 
guild: Republic Wadiya , channel: league-of-legends, author: DramaticRager, message: -stop 
guild: Republic Wadiya , channel: league-of-legends, author: ROBBELEGEND, message: .play a good day natural born deejays 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .join 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play triple helix 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play starstream killy 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play fireflies killy 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play everybody dies in their nightmares 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play xo tour life 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play benz truck lil peep 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play moonlight 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play sad xxxten 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .queue 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .remove 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .remove 7 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play triple helix 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play jocelyn fllores 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play bury me alive kevin 
guild: NEGERS , channel: only-real-nikkers, author: ROBBELEGEND, message: .play white line 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play een lied 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .queue 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .remove 7 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .remove 8 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .queue 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .remove 7 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play bury me alive 
guild: ZIx0 , channel: bot-help-channel, author: ROAM, message: .level 
guild: ZIx0 , channel: bot-help-channel, author: ROAM, message: - .ranking komt nog 
guild: ZIx0 , channel: bot-help-channel, author: ROAM, message: benik nu mee bezig 
guild: ZIx0 , channel: bot-help-channel, author: ROAM, message: per bericht krijge xp 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play triple helix 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .skip 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play startstream killy 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .leave 
guild: ZIx0 , channel: bot-commands, author: Kyro, message: .stp schaar 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: hiere 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: nog beetje mc 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ofni 
guild: Republic Wadiya , channel: league-of-legends, author: roggenrola64, message: .join 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .level 
guild: Republic Wadiya , channel: league-of-legends, author: roggenrola64, message: .play ik val van de trap af 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: ge krijg een level vanaf dageu eerste normale bericht stuur trnw 
guild: Republic Wadiya , channel: league-of-legends, author: roggenrola64, message: .volume 100 
guild: Republic Wadiya , channel: league-of-legends, author: DramaticRager, message: .join 
guild: Republic Wadiya , channel: league-of-legends, author: DramaticRager, message: .play ik val van de trap af 
guild: Republic Wadiya , channel: league-of-legends, author: ROBBELEGEND, message: .play nieuw huis + extreme val!! timo klop 
guild: Republic Wadiya , channel: league-of-legends, author: DramaticRager, message: .stop 
guild: Republic Wadiya , channel: league-of-legends, author: DramaticRager, message: .left 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .join 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .play jocelyn flores 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .djket 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .stop 
guild: ZIx0 , channel: bot-commands, author: ROAM, message: .leave 
